topico,pais,seed,volume,prompts,eh_categoria,familia,estagio,categoria,marcas,marcas_nucleo,eh_branded,trend,int_informational,int_commercial,int_transactional,int_navigational,int_task
Panelas elétricas multifuncionais,br,fog_es_e_eletrodom_sticos_de_cozinha,3732,26,0,produto e categoria,exploracao de categoria,sem categoria,,,0,98;48;51;53;98;100;100;47;49;49;49;48,0.57,0.19,0.13,0.06,0.05
Cooktops e Fogões de Indução Midea,br,fog_es_e_eletrodom_sticos_de_cozinha,2997,26,1,produto e categoria,exploracao de categoria,coccao,midea,midea,1,84;98;100;50;48;52;52;54;59;59;58;57,0.39,0.16,0.23,0.2,0.02
Forno elétrico Electrolux,br,fog_es_e_eletrodom_sticos_de_cozinha,480,17,1,produto e categoria,exploracao de categoria,coccao,electrolux,electrolux,1,46;54;49;48;75;100;72;99;77;60;78;86,0.51,0.15,0.13,0.18,0.03
Fogões a alta pressão,br,fog_es_e_eletrodom_sticos_de_cozinha,1447,24,0,produto e categoria,exploracao de categoria,sem categoria,,,0,42;54;55;57;97;100;98;88;79;79;73;73,0.58,0.3,0.06,0.04,0.02
Fogões Retrô no Brasil,br,fog_es_e_eletrodom_sticos_de_cozinha,1238,15,0,produto e categoria,escolha,sem categoria,,,0,84;100;100;56;54;57;59;93;70;78;60;82,0.38,0.19,0.31,0.1,0.02
Fogões e Cooktops no Mercado Livre,br,fog_es_e_eletrodom_sticos_de_cozinha,593,15,1,marca e loja,descoberta,coccao,,,0,46;81;100;81;77;51;51;49;52;52;49;49,0.2,0.08,0.13,0.58,0.01
Peças Fischer para Fogão e Forno,br,fog_es_e_eletrodom_sticos_de_cozinha,367,19,1,peca e filtro,posse,coccao,fischer,,1,68;72;76;68;100;100;100;82;62;66;65;65,0.25,0.38,0.26,0.06,0.05
Conserto de Eletrodomésticos,br,fog_es_e_eletrodom_sticos_de_cozinha,10588,21,1,assistencia e conserto,posse,sem categoria,,,0,34;42;46;43;40;41;41;55;100;100;100;100,0.35,0.29,0.17,0.02,0.17
"Equipamentos, Instalações Comerciais e Cozinha Industrial",br,fog_es_e_eletrodom_sticos_de_cozinha,212,15,0,instalacao,posse,sem categoria,,,0,61;75;75;83;83;89;83;81;83;96;95;100,0.39,0.3,0.05,0.23,0.03
Lofra Fogões,br,fog_es_e_eletrodom_sticos_de_cozinha,259,16,0,produto e categoria,exploracao de categoria,sem categoria,,,0,53;75;94;73;79;84;95;86;86;96;100;96,0.39,0.26,0.11,0.18,0.06
Cozinha com Cooktop e Gabinete,br,fog_es_e_eletrodom_sticos_de_cozinha,1188,16,1,produto e categoria,exploracao de categoria,coccao,,,0,34;48;52;49;45;48;48;58;95;100;53;58,0.65,0.13,0.07,0.05,0.1
Fogões industriais 6 bocas com forno,br,fog_es_e_eletrodom_sticos_de_cozinha,4073,20,1,especificacao de produto,escolha,coccao,,,0,90;98;100;46;43;44;45;44;47;47;47;47,0.39,0.4,0.12,0.01,0.08
Fogões Continental 4 a 5 Bocas,br,fog_es_e_eletrodom_sticos_de_cozinha,1219,16,0,especificacao de produto,escolha,sem categoria,continental,,1,80;99;100;93;87;92;93;94;97;97;100;100,0.44,0.32,0.1,0.11,0.03
Eletrodomésticos Antigos,br,fog_es_e_eletrodom_sticos_de_cozinha,156,16,1,produto e categoria,exploracao de categoria,sem categoria,,,0,26;27;28;86;86;100;82;96;72;40;39;39,0.49,0.36,0.04,0.09,0.02
Pontos do Fogão,br,fog_es_e_eletrodom_sticos_de_cozinha,880,15,1,produto e categoria,descoberta,coccao,,,0,25;31;32;31;41;40;39;47;59;66;96;100,0.56,0.11,0.04,0.26,0.03
Utensílios de Cozinha,br,fog_es_e_eletrodom_sticos_de_cozinha,91261,122,0,produto e categoria,exploracao de categoria,sem categoria,,,0,24;27;50;80;100;100;100;99;100;100;100;100,0.53,0.28,0.06,0.09,0.04
Coifas e Exaustores para Fogão a Lenha,br,fog_es_e_eletrodom_sticos_de_cozinha,723,19,1,produto e categoria,exploracao de categoria,coccao,,,0,30;34;35;75;74;83;77;100;88;60;60;60,0.57,0.32,0.04,0.03,0.04
Peças para Geladeira e Fogão Electrolux/Consul,br,fog_es_e_eletrodom_sticos_de_cozinha,14892,37,1,peca e filtro,posse,geladeira,electrolux|consul,electrolux|consul,1,29;35;40;65;90;90;91;96;100;100;100;100,0.3,0.34,0.19,0.12,0.05
Fogões Electrolux 4 a 6 bocas com forno duplo,br,fog_es_e_eletrodom_sticos_de_cozinha,6322,23,1,especificacao de produto,escolha,coccao,electrolux,electrolux,1,92;100;50;65;85;86;86;58;56;65;63;62,0.48,0.24,0.18,0.05,0.05
Chef e utilidades Brasil,br,fog_es_e_eletrodom_sticos_de_cozinha,1280,17,0,produto e categoria,descoberta,sem categoria,,,0,77;100;99;98;98;99;99;96;91;91;92;92,0.46,0.14,0.06,0.32,0.02
Fornos e Fogões de Ferro Fundido,br,fog_es_e_eletrodom_sticos_de_cozinha,1213,21,1,defeito e problema,posse,coccao,,,0,76;88;87;44;65;68;67;100;72;73;72;72,0.4,0.32,0.16,0.07,0.05
Moveis e Eletrodomesticos da Eletroforte,br,fog_es_e_eletrodom_sticos_de_cozinha,224,15,1,produto e categoria,descoberta,sem categoria,,,0,14;58;79;65;64;83;94;100;87;62;35;44,0.12,0.03,0.05,0.77,0.03
Fogões e Cooktops 4 Bocas Inox,br,fog_es_e_eletrodom_sticos_de_cozinha,339,17,1,especificacao de produto,escolha,coccao,,,0,38;59;67;50;73;61;53;98;87;100;89;76,0.38,0.27,0.31,0.04,0
Fogões e Cooktops Tramontina,br,fog_es_e_eletrodom_sticos_de_cozinha,4192,41,1,produto e categoria,exploracao de categoria,coccao,tramontina,,1,74;95;100;99;94;96;96;94;97;96;96;95,0.39,0.17,0.24,0.13,0.07
Cooktops e fogões elétricos 4 bocas 110V,br,fog_es_e_eletrodom_sticos_de_cozinha,3494,28,1,especificacao de produto,escolha,coccao,,,0,87;99;100;55;61;64;65;73;75;78;77;74,0.54,0.34,0.07,0.04,0.01
Armazenamento de Eletrodomésticos na Cozinha,br,fog_es_e_eletrodom_sticos_de_cozinha,714,16,1,produto e categoria,exploracao de categoria,sem categoria,,,0,70;84;100;58;41;37;37;45;35;35;40;40,0.59,0.24,0.05,0.04,0.08
Fogões de Embutir Continental,br,fog_es_e_eletrodom_sticos_de_cozinha,1024,15,0,produto e categoria,exploracao de categoria,sem categoria,continental,,1,8;27;37;25;25;25;32;97;47;100;82;81,0.4,0.28,0.07,0.18,0.07
Panelas e caldeirões de ferro,br,fog_es_e_eletrodom_sticos_de_cozinha,3421,18,0,defeito e problema,posse,sem categoria,,,0,88;99;100;99;67;70;71;75;76;75;72;72,0.69,0.18,0.03,0.05,0.05
Cooktop de Indução Electrolux,br,fog_es_e_eletrodom_sticos_de_cozinha,258,18,1,produto e categoria,exploracao de categoria,coccao,electrolux,electrolux,1,40;74;89;100;100;70;50;72;66;56;56;58,0.4,0.24,0.18,0.18,0
coifas de cozinha embutidas,br,fog_es_e_eletrodom_sticos_de_cozinha,8670,21,1,produto e categoria,exploracao de categoria,coccao,,,0,77;86;88;42;92;93;93;100;99;99;100;100,0.61,0.26,0.04,0.09,0
Lava-louças e Electrolux,br,fog_es_e_eletrodom_sticos_de_cozinha,451,15,1,produto e categoria,exploracao de categoria,lava-loucas,electrolux,electrolux,1,2;33;45;27;17;14;21;100;92;38;34;42,0.64,0.18,0.03,0.08,0.07
Itajobi Fogões,br,fog_es_e_eletrodom_sticos_de_cozinha,11324,15,0,produto e categoria,descoberta,sem categoria,,,0,33;39;40;39;38;39;40;29;100;100;100;100,0.36,0.1,0.08,0.44,0.02
Fogões Consul 4-6 bocas,br,fog_es_e_eletrodom_sticos_de_cozinha,6893,32,0,especificacao de produto,escolha,sem categoria,consul,consul,1,100;45;48;47;42;43;44;53;47;47;47;46,0.5,0.18,0.2,0.1,0.02
Porcelana e Utensílios de Cozinha,br,fog_es_e_eletrodom_sticos_de_cozinha,4490,17,0,produto e categoria,exploracao de categoria,sem categoria,,,0,33;14;15;94;98;100;100;96;98;98;97;97,0.66,0.21,0.06,0.05,0.02
Lojas de Utensílios de Cozinha,br,fog_es_e_eletrodom_sticos_de_cozinha,863,16,0,marca e loja,descoberta,sem categoria,,,0,48;51;44;49;48;44;43;44;44;100;94;46,0.4,0.1,0.06,0.39,0.05
Fogões de indução Mueller,br,fog_es_e_eletrodom_sticos_de_cozinha,148,17,0,produto e categoria,descoberta,sem categoria,mueller,,1,31;37;36;37;38;37;38;32;31;100;97;32,0.39,0.22,0.08,0.31,0
Casas Bahia Eletrodomésticos,br,fog_es_e_eletrodom_sticos_de_cozinha,8874,18,1,marca e loja,descoberta,sem categoria,,,0,96;100;48;54;54;54;54;45;46;45;45;45,0.3,0.08,0.14,0.48,0
Extintores e Equipamentos de Incêndio,br,fog_es_e_eletrodom_sticos_de_cozinha,40,15,0,produto e categoria,descoberta,sem categoria,,,0,63;68;87;94;98;100;96;94;94;94;94;94,0.48,0.1,0.05,0.34,0.03
Panelas e Tachos em Ferro Fundido,br,fog_es_e_eletrodom_sticos_de_cozinha,24231,22,0,defeito e problema,posse,sem categoria,,,0,28;15;16;94;96;97;97;100;100;100;100;100,0.58,0.25,0.1,0.04,0.03
Panelas e churrasqueiras vigorosas,br,fog_es_e_eletrodom_sticos_de_cozinha,1830,18,0,produto e categoria,exploracao de categoria,sem categoria,,,0,49;58;59;37;97;99;98;100;94;92;93;93,0.59,0.28,0.06,0.03,0.04
Cooktops Philco de Indução,br,fog_es_e_eletrodom_sticos_de_cozinha,5195,53,1,produto e categoria,exploracao de categoria,coccao,philco,,1,88;97;100;100;46;47;47;47;50;50;50;49,0.45,0.18,0.19,0.16,0.02
Chapas e grills para fogões de indução,br,fog_es_e_eletrodom_sticos_de_cozinha,946,18,0,produto e categoria,exploracao de categoria,sem categoria,,,0,76;87;47;55;48;52;52;100;60;60;60;60,0.65,0.19,0.06,0.02,0.08
Forno e Micro-ondas Embutidos Electrolux,br,fog_es_e_eletrodom_sticos_de_cozinha,496,16,1,produto e categoria,exploracao de categoria,micro-ondas,electrolux,electrolux,1,27;30;31;30;47;44;42;73;67;100;89;94,0.48,0.18,0.15,0.18,0.01
Fogões Carrefour,br,fog_es_e_eletrodom_sticos_de_cozinha,4023,24,0,produto e categoria,descoberta,sem categoria,,,0,89;99;100;48;47;49;50;42;50;50;58;58,0.28,0.07,0.27,0.36,0.02
Móveis e cozinhas em inox,br,fog_es_e_eletrodom_sticos_de_cozinha,57,16,0,especificacao de produto,escolha,sem categoria,,,0,70;84;100;100;94;89;87;92;92;94;94;97,0.51,0.38,0.06,0.04,0.01
Fogões 6 Bocas Inox,br,fog_es_e_eletrodom_sticos_de_cozinha,23395,93,0,especificacao de produto,escolha,sem categoria,,,0,72;75;80;88;93;93;93;100;95;95;95;95,0.36,0.31,0.18,0.1,0.05
Fogões Suggar 4 e 5 Bocas,br,fog_es_e_eletrodom_sticos_de_cozinha,7386,29,0,especificacao de produto,escolha,sem categoria,,,0,87;98;100;56;63;64;64;93;94;94;97;96,0.44,0.29,0.18,0.09,0
Acessórios para Panelas,br,fog_es_e_eletrodom_sticos_de_cozinha,3463,26,0,produto e categoria,exploracao de categoria,sem categoria,,,0,87;100;52;61;62;63;63;54;51;51;51;50,0.53,0.25,0.12,0.02,0.08
Fogões com acendimento automático,br,fog_es_e_eletrodom_sticos_de_cozinha,5913,31,0,produto e categoria,exploracao de categoria,sem categoria,,,0,22;28;29;31;39;40;40;100;38;38;38;38,0.6,0.25,0.07,0.06,0.02
Botões de Fogão,br,fog_es_e_eletrodom_sticos_de_cozinha,499,18,1,produto e categoria,exploracao de categoria,coccao,,,0,55;80;80;77;83;80;78;81;86;87;85;100,0.3,0.21,0.21,0.18,0.1
Vidro e tampas para fogões Electrolux,br,fog_es_e_eletrodom_sticos_de_cozinha,1573,22,0,produto e categoria,escolha,sem categoria,electrolux,electrolux,1,67;76;80;71;87;98;91;78;98;99;100;100,0.35,0.41,0.15,0.04,0.05
Fogões Itatiaia 5 bocas,br,fog_es_e_eletrodom_sticos_de_cozinha,3152,24,0,especificacao de produto,escolha,sem categoria,,,0,66;94;100;99;89;93;94;91;94;94;94;93,0.22,0.36,0.11,0.28,0.03
Fogões Inox em Promoção,br,fog_es_e_eletrodom_sticos_de_cozinha,1323,16,0,especificacao de produto,escolha,sem categoria,,,0,56;80;83;69;66;70;72;86;90;100;74;82,0.12,0.5,0.22,0.03,0.13
Fogões Atlas Fastcook,br,fog_es_e_eletrodom_sticos_de_cozinha,725,17,0,produto e categoria,descoberta,sem categoria,atlas,,1,20;36;39;31;34;30;26;38;88;100;41;52,0.37,0.23,0.04,0.29,0.07
Fogões e cooktops em pedra,br,fog_es_e_eletrodom_sticos_de_cozinha,1961,25,1,produto e categoria,exploracao de categoria,coccao,,,0,72;93;89;91;93;94;100;85;79;79;74;73,0.58,0.24,0.08,0.05,0.05
Assistência Técnica e Eletrodomésticos,br,fog_es_e_eletrodom_sticos_de_cozinha,515,17,1,assistencia e conserto,posse,sem categoria,,,0,23;24;24;86;86;86;100;85;23;41;40;37,0.2,0.12,0.1,0.53,0.05
Medidores de Cozinha,br,fog_es_e_eletrodom_sticos_de_cozinha,1762,20,0,produto e categoria,exploracao de categoria,sem categoria,,,0,83;92;96;95;85;88;88;86;98;98;98;100,0.58,0.28,0.05,0.07,0.02
Cooktops de indução Britânia,br,fog_es_e_eletrodom_sticos_de_cozinha,1411,20,1,produto e categoria,exploracao de categoria,coccao,britania,,1,54;73;73;68;64;66;70;54;78;88;100;100,0.53,0.16,0.15,0.13,0.03
Forno Elétrico Espelhado,br,fog_es_e_eletrodom_sticos_de_cozinha,630,16,1,produto e categoria,descoberta,coccao,,,0,44;49;44;46;47;54;53;43;44;70;90;100,0.31,0.24,0.04,0.38,0.03
Fornos Elétricos Venâncio,br,fog_es_e_eletrodom_sticos_de_cozinha,891,16,1,produto e categoria,exploracao de categoria,coccao,,,0,92;100;100;48;47;52;52;58;60;62;53;52,0.4,0.3,0.09,0.19,0.02
Fogões 6 bocas,br,fog_es_e_eletrodom_sticos_de_cozinha,236,15,0,especificacao de produto,escolha,sem categoria,,,0,21;43;59;49;49;53;58;100;55;75;74;81,0.5,0.2,0.22,0.05,0.03
Fogões industriais com chapa,br,fog_es_e_eletrodom_sticos_de_cozinha,554,16,0,produto e categoria,exploracao de categoria,sem categoria,,,0,45;51;50;44;42;44;44;76;88;100;64;84,0.58,0.24,0.1,0.05,0.03
Guindani Fogões,br,fog_es_e_eletrodom_sticos_de_cozinha,106,15,0,produto e categoria,descoberta,sem categoria,,,0,18;18;21;43;43;61;100;65;53;22;21;21,0.21,0.07,0.04,0.61,0.07
Fogões e eletrodomésticos no Mercado Livre,br,fog_es_e_eletrodom_sticos_de_cozinha,2951,17,1,marca e loja,descoberta,sem categoria,,,0,85;99;100;51;50;53;54;55;47;47;47;46,0.1,0.32,0.19,0.37,0.02
Fogões a gás 4 bocas,br,fog_es_e_eletrodom_sticos_de_cozinha,30925,85,0,especificacao de produto,escolha,sem categoria,,,0,60;61;63;76;85;85;85;97;100;100;100;100,0.21,0.53,0.19,0.03,0.04
Limpeza de Fogões,br,fog_es_e_eletrodom_sticos_de_cozinha,48653,168,0,manutencao e limpeza,posse,sem categoria,,,0,64;67;71;89;97;97;97;95;100;100;100;100,0.73,0.12,0.07,0.06,0.02
Eletro Sol Brasil,br,fog_es_e_eletrodom_sticos_de_cozinha,437,16,0,produto e categoria,descoberta,sem categoria,,,0,21;66;64;31;57;51;39;64;54;100;91;48,0.24,0.22,0.1,0.41,0.03
Lava-louças e lavadoras compactas,br,fog_es_e_eletrodom_sticos_de_cozinha,929,24,1,produto e categoria,exploracao de categoria,lavanderia,,,0,73;100;71;62;68;56;55;73;66;76;64;69,0.65,0.22,0.06,0.05,0.02
Forno elétrico 65 litros,br,fog_es_e_eletrodom_sticos_de_cozinha,1185,15,1,especificacao de produto,escolha,coccao,,,0,8;52;61;29;30;30;38;68;59;100;92;89,0.37,0.4,0.11,0.05,0.07
Forno Elétrico Industrial Semi-Industrial,br,fog_es_e_eletrodom_sticos_de_cozinha,225,16,1,produto e categoria,escolha,coccao,,,0,63;75;74;86;85;84;63;100;97;65;65;74,0.44,0.37,0.11,0.01,0.07
Fogões Atlas Embutidos,br,fog_es_e_eletrodom_sticos_de_cozinha,226,15,0,produto e categoria,descoberta,sem categoria,atlas,,1,33;79;100;77;76;71;54;30;31;77;67;40,0.35,0.22,0.05,0.37,0.01
Panelas de pressão italianas e marcas,br,fog_es_e_eletrodom_sticos_de_cozinha,629,17,0,produto e categoria,exploracao de categoria,sem categoria,,,0,88;94;100;72;72;74;75;65;90;85;81;83,0.58,0.27,0.06,0.04,0.05
Fogões 4-5 bocas com timer digital,br,fog_es_e_eletrodom_sticos_de_cozinha,3118,20,0,especificacao de produto,escolha,sem categoria,,,0,85;100;59;66;58;60;60;70;76;76;76;78,0.49,0.31,0.11,0.04,0.05
Fogões elétricos 4 bocas sem gás,br,fog_es_e_eletrodom_sticos_de_cozinha,16500,32,0,especificacao de produto,escolha,sem categoria,,,0,17;22;24;27;100;100;100;82;81;83;79;79,0.57,0.33,0.06,0.02,0.02
Tampas de Fogão,br,fog_es_e_eletrodom_sticos_de_cozinha,1580,22,1,produto e categoria,exploracao de categoria,coccao,,,0,51;64;64;61;77;80;81;68;100;100;80;80,0.56,0.22,0.1,0.04,0.08
Forno Industrial a Gás e Elétrico,br,fog_es_e_eletrodom_sticos_de_cozinha,4338,25,1,produto e categoria,escolha,coccao,,,0,64;84;89;93;89;91;91;100;94;94;95;94,0.46,0.34,0.14,0.04,0.02
Misturadores e Torneiras de Cozinha,br,fog_es_e_eletrodom_sticos_de_cozinha,4539,21,0,produto e categoria,escolha,sem categoria,,,0,24;32;34;33;99;100;100;96;45;44;45;45,0.51,0.38,0.08,0.01,0.02
"Panelas de Cozinha: Marcas, Qualidade e Preços",br,fog_es_e_eletrodom_sticos_de_cozinha,6104,37,0,preco e compra,escolha,sem categoria,,,0,29;34;34;44;87;88;88;97;100;100;99;99,0.42,0.44,0.08,0.02,0.04
Panelas e Caldeirões de Alumínio,br,fog_es_e_eletrodom_sticos_de_cozinha,1560,19,0,produto e categoria,exploracao de categoria,sem categoria,,,0,61;95;99;95;86;93;95;99;99;98;100;100,0.58,0.23,0.05,0.04,0.1
Forno de Embutir Elétrico,br,fog_es_e_eletrodom_sticos_de_cozinha,111086,96,1,produto e categoria,exploracao de categoria,coccao,,,0,33;33;37;41;47;47;47;47;100;100;100;100,0.45,0.32,0.09,0.09,0.05
Lareiras Elétricas,br,fog_es_e_eletrodom_sticos_de_cozinha,11559,29,0,produto e categoria,exploracao de categoria,sem categoria,,,0,27;34;32;100;99;100;100;98;100;100;100;99,0.42,0.31,0.12,0.07,0.08
Fogões a Lenha com Forno,br,fog_es_e_eletrodom_sticos_de_cozinha,31876,70,1,produto e categoria,exploracao de categoria,coccao,,,0,37;40;100;45;56;56;56;59;47;47;47;47,0.56,0.26,0.13,0.04,0.01
Brinox: Utensílios de Cozinha,br,fog_es_e_eletrodom_sticos_de_cozinha,726,16,0,produto e categoria,descoberta,sem categoria,,,0,26;34;34;34;35;38;37;54;46;100;88;96,0.3,0.12,0.16,0.41,0.01
Fogões 4 bocas com forno duplo,br,fog_es_e_eletrodom_sticos_de_cozinha,535,16,1,especificacao de produto,escolha,coccao,,,0,59;69;83;43;38;39;47;100;36;36;36;38,0.59,0.2,0.12,0.07,0.02
Fogões e fogareiros para caminhões,br,fog_es_e_eletrodom_sticos_de_cozinha,385,18,0,produto e categoria,escolha,sem categoria,,,0,68;97;100;85;82;72;74;75;45;39;37;41,0.43,0.37,0.11,0.04,0.05
Chaleiras elétricas,br,fog_es_e_eletrodom_sticos_de_cozinha,51885,92,0,produto e categoria,escolha,sem categoria,,,0,48;49;51;57;100;100;100;64;63;63;63;63,0.37,0.35,0.16,0.04,0.08
Fogões a lenha caipira,br,fog_es_e_eletrodom_sticos_de_cozinha,1933,17,0,produto e categoria,escolha,sem categoria,,,0,87;100;100;51;52;55;56;59;57;57;74;80,0.47,0.19,0.27,0.05,0.02
Fenícia Móveis e Eletrodomésticos,br,fog_es_e_eletrodom_sticos_de_cozinha,630,15,1,produto e categoria,descoberta,sem categoria,,,0,47;34;43;40;49;44;23;84;91;100;66;75,0.22,0.25,0.19,0.29,0.05
Cooktops e Fogões Brastemp 2 a 5 Bocas,br,fog_es_e_eletrodom_sticos_de_cozinha,850,18,1,especificacao de produto,escolha,coccao,brastemp,brastemp,1,82;96;96;93;100;92;91;89;57;61;65;79,0.39,0.4,0.14,0.05,0.02
Marmitas e Lunch Boxes Electrolux,br,fog_es_e_eletrodom_sticos_de_cozinha,409,16,0,produto e categoria,descoberta,sem categoria,electrolux,electrolux,1,53;91;100;94;92;88;77;65;65;66;67;71,0.33,0.12,0.18,0.34,0.03
Bancadas e Armários de Cozinha,br,fog_es_e_eletrodom_sticos_de_cozinha,22154,43,0,produto e categoria,exploracao de categoria,sem categoria,,,0,93;97;100;100;95;95;95;98;98;98;98;98,0.54,0.26,0.09,0.05,0.06
Cooktop 4 bocas e móveis de cozinha,br,fog_es_e_eletrodom_sticos_de_cozinha,1301,17,1,especificacao de produto,escolha,coccao,,,0,61;84;85;80;78;83;85;84;90;100;83;83,0.49,0.3,0.08,0.06,0.07
Casas Bahia: Eletrodomésticos e Panelas,br,fog_es_e_eletrodom_sticos_de_cozinha,5547,18,1,marca e loja,descoberta,sem categoria,,,0,78;94;100;98;91;94;94;93;96;96;95;94,0.2,0.09,0.19,0.49,0.03
Fogões 4 Bocas com Tampo de Vidro,br,fog_es_e_eletrodom_sticos_de_cozinha,13323,34,0,especificacao de produto,escolha,sem categoria,,,0,91;94;100;96;91;91;91;92;93;93;93;93,0.46,0.37,0.13,0.01,0.03
Cooktops e Fogões de Indução Oster,br,fog_es_e_eletrodom_sticos_de_cozinha,2338,29,1,produto e categoria,escolha,coccao,oster,,1,87;98;100;50;60;64;67;80;84;85;88;87,0.34,0.38,0.14,0.09,0.05
Equipamentos e Utensílios para Restaurantes,br,fog_es_e_eletrodom_sticos_de_cozinha,696,17,0,produto e categoria,escolha,sem categoria,,,0,86;100;100;73;68;75;76;76;49;49;49;49,0.24,0.55,0.1,0.03,0.08
Ilhas com Cooktop,br,fog_es_e_eletrodom_sticos_de_cozinha,303,16,1,produto e categoria,exploracao de categoria,coccao,,,0,13;76;100;78;79;29;26;55;45;40;36;41,0.65,0.22,0,0.03,0.1
Louceiros e armários de cozinha,br,fog_es_e_eletrodom_sticos_de_cozinha,2193,17,0,produto e categoria,exploracao de categoria,sem categoria,,,0,68;76;86;73;98;95;94;100;94;94;95;95,0.71,0.17,0.05,0.05,0.02
Tampas para Cooktop e Fogão,br,fog_es_e_eletrodom_sticos_de_cozinha,1592,17,1,produto e categoria,descoberta,coccao,,,0,64;86;89;84;83;89;89;88;92;100;89;89,0.23,0.28,0.15,0.31,0.03
Cooktops Elettromec 4–5 Bocas,br,fog_es_e_eletrodom_sticos_de_cozinha,122,15,1,especificacao de produto,escolha,coccao,,,0,23;25;24;38;35;46;43;100;82;20;20;20,0.53,0.22,0.2,0.05,0
Fogões a gás portáteis,br,fog_es_e_eletrodom_sticos_de_cozinha,2723,20,0,produto e categoria,escolha,sem categoria,,,0,63;89;93;92;89;96;99;98;100;100;96;95,0.4,0.25,0.2,0.05,0.1
Fogões industriais 1 boca,br,fog_es_e_eletrodom_sticos_de_cozinha,1102,16,0,produto e categoria,escolha,sem categoria,,,0,39;52;53;51;48;51;44;56;88;100;70;86,0.48,0.41,0.07,0.01,0.03
Fouet e Fuê: Utensílios de Cozinha,br,fog_es_e_eletrodom_sticos_de_cozinha,14169,25,0,produto e categoria,exploracao de categoria,sem categoria,,,0,14;17;77;100;46;46;46;46;47;47;47;46,0.75,0.15,0.03,0.05,0.02
Lava-louças: guias e marcas,br,fog_es_e_eletrodom_sticos_de_cozinha,204827,422,1,produto e categoria,exploracao de categoria,lava-loucas,,,0,37;38;53;71;100;100;100;84;69;69;69;69,0.59,0.27,0.08,0.04,0.02
Isolantes Térmicos para Fornos e Fogões,br,fog_es_e_eletrodom_sticos_de_cozinha,1664,20,1,produto e categoria,exploracao de categoria,coccao,,,0,55;59;62;67;81;82;81;100;100;100;100;96,0.55,0.28,0.1,0.02,0.05
Fogões Mueller,br,fog_es_e_eletrodom_sticos_de_cozinha,553,17,0,produto e categoria,descoberta,sem categoria,mueller,,1,23;27;25;30;35;31;37;100;80;34;32;32,0.42,0.12,0.14,0.27,0.05
Fogões de Barro e Carvão,br,fog_es_e_eletrodom_sticos_de_cozinha,1803,20,0,produto e categoria,exploracao de categoria,sem categoria,,,0,91;90;83;88;95;99;100;73;83;83;80;79,0.71,0.15,0.07,0.05,0.02
Panelas para restaurantes,br,fog_es_e_eletrodom_sticos_de_cozinha,1155,16,0,produto e categoria,exploracao de categoria,sem categoria,,,0,63;78;97;92;49;46;46;100;86;87;86;87,0.59,0.23,0.11,0.05,0.02
Fogões pretos 4 bocas,br,fog_es_e_eletrodom_sticos_de_cozinha,187,15,0,especificacao de produto,escolha,sem categoria,,,0,14;19;22;36;36;30;43;100;99;19;17;22,0.39,0.35,0.18,0.01,0.07
